prodcodeid,bnfchapter,termfromemis,drugsubstancename,productname,bb,ace,arb,arnie,mra,sglti,loop
"8282041000033113","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.3mm/30gauge (covidien (uk) commercial ltd)","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.3mm/30gauge",,,,,,,
"10623341000033110","","glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (a. menarini diagnostics ltd)","","glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"12519341000033119","","unifine pentips plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (owen mumford ltd)","","unifine pentips plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge",,,,,,,
"6279741000033117","","metabet sr 1000mg tablets (morningside healthcare ltd)","metformin hydrochloride","metabet sr 1000mg tablets",,,,,,,
"13862341000033115","4070100","aspirin 325mg / caffeine 15mg tablets","aspirin/ caffeine","aspirin 325mg / caffeine 15mg tablets",,,,,,,
"6511441000033111","2080200","rivaroxaban 20mg tablets","rivaroxaban","rivaroxaban 20mg tablets",,,,,,,
"8493841000033111","2120000","pravastatin 5mg/5ml oral solution","pravastatin sodium","pravastatin 5mg/5ml oral solution",,,,,,,
"5007741000033111","6010202","metformin 1g oral powder sachets sugar free","metformin hydrochloride","metformin 1g oral powder sachets sugar free",,,,,,,
"8495341000033115","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge",,,,,,,
"1821641000033119","6010102","insulin isophane bovine 100units/ml suspension for injection 10ml vials","insulin isophane bovine","insulin isophane bovine 100units/ml suspension for injection 10ml vials",,,,,,,
"87141000033114","","aspirin dispersible low dose  tablets  75 mg","","",,,,,,,
"84341000033115","","aspirin  m/r tablets  100 mg","","",,,,,,,
"2849841000033117","2120000","nicotinic acid 500mg modified-release tablets","nicotinic acid","nicotinic acid 500mg modified-release tablets",,,,,,,
"2953441000033111","","mixtard 10 novolet 100units/ml suspension for injection (novo nordisk ltd)","insulin isophane human/ insulin soluble human","mixtard 10 novolet 100units/ml suspension for injection",,,,,,,
"1337541000033111","2120000","simvastatin 40mg tablets","simvastatin","simvastatin 40mg tablets",,,,,,,
"92141000033110","2120000","atorvastatin 40mg tablets","atorvastatin calcium trihydrate","atorvastatin 40mg tablets",,,,,,,
"11814141000033119","","neon verifine safety hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (neon diagnostics ltd)","","neon verifine safety hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"10618641000033118","2120000","pravastatin 5mg/5ml oral suspension","pravastatin sodium","pravastatin 5mg/5ml oral suspension",,,,,,,
"14115441000033112","","greenfine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (neon diagnostics ltd)","","greenfine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"13601341000033117","","insupen original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (spirit healthcare ltd)","","insupen original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge",,,,,,,
"1662441000033114","4030300","paroxetine 10mg/5ml oral suspension sugar free","paroxetine hydrochloride","paroxetine 10mg/5ml oral suspension sugar free",,,,,,,
"7687241000033110","6010203","sitagliptin 50mg tablets","sitagliptin","sitagliptin 50mg tablets",,,,,,,
"8538641000033119","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (b.braun medical ltd)","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge",,,,,,,
"12624241000033111","6010101","insulin soluble porcine 100units/ml solution for injection 10ml vials","insulin soluble porcine","insulin soluble porcine 100units/ml solution for injection 10ml vials",,,,,,,
"8623441000033115","","glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (glucorx ltd)","","glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge",,,,,,,
"924541000033112","","monoject hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge (covidien (uk) commercial ltd)","","monoject hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge",,,,,,,
"3200641000033115","6010203","rosiglitazone 4mg / metformin 1g tablets","metformin hydrochloride/ rosiglitazone maleate","rosiglitazone 4mg / metformin 1g tablets",,,,,,,
"11918941000033116","","zicron pr 30mg tablets (bristol laboratories ltd)","gliclazide","zicron pr 30mg tablets",,,,,,,
"1660141000033119","","novonorm 2mg tablets (novo nordisk ltd)","repaglinide","novonorm 2mg tablets",,,,,,,
"2147841000033118","","avandia 8mg tablets (glaxosmithkline uk ltd)","rosiglitazone maleate","avandia 8mg tablets",,,,,,,
"6490741000033117","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (b.braun medical ltd)","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"10251341000033112","","glidipion 15mg tablets (actavis uk ltd)","pioglitazone hydrochloride","glidipion 15mg tablets",,,,,,,
"5132241000033116","","janumet 50mg/1000mg tablets (merck sharp & dohme (uk) ltd)","metformin hydrochloride/ sitagliptin","janumet 50mg/1000mg tablets",,,,,,,
"8881241000033116","","bd safetyglide hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.25mm/31gauge (becton, dickinson uk ltd)","","bd safetyglide hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.25mm/31gauge",,,,,,,
"8881441000033115","","bd safetyglide hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge (becton, dickinson uk ltd)","","bd safetyglide hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge",,,,,,,
"5711841000033112","","dorisin xl 80mg tablets (aspire pharma ltd)","fluvastatin sodium","dorisin xl 80mg tablets",,,,,,,
"7684941000033113","","clickfine  needles for insulin pens  8 mm/31 gauge","","",,,,,,,
"2288341000033119","6010203","nateglinide 120mg tablets","nateglinide","nateglinide 120mg tablets",,,,,,,
"8886241000033114","2120000","lomitapide 10mg capsules","lomitapide mesylate","lomitapide 10mg capsules",,,,,,,
"13427441000033112","","bydureon 2mg powder and solvent for prolonged-release suspension for injection pre-filled pens (astrazeneca uk ltd)","exenatide","bydureon 2mg powder and solvent for prolonged-release suspension for injection pre-filled pens",,,,,,,
"8959241000033118","6010203","alogliptin 6.25mg tablets","alogliptin benzoate","alogliptin 6.25mg tablets",,,,,,,
"4405741000033115","","humapen luxura hd hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units (eli lilly and company ltd)","","humapen luxura hd hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units",,,,,,,
"1577541000033112","","bd micro-fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge (becton, dickinson uk ltd)","","bd micro-fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge",,,,,,,
"10647041000033115","2120000","alirocumab 75mg/1ml solution for injection pre-filled disposable devices","alirocumab","alirocumab 75mg/1ml solution for injection pre-filled disposable devices",,,,,,,
"3890941000033116","","metformin hydrochloride  sugar free suspension  500 mg/5 ml","","",,,,,,,
"5817841000033116","2120000","simvastatin 40mg/5ml oral suspension sugar free","simvastatin","simvastatin 40mg/5ml oral suspension sugar free",,,,,,,
"9704541000033116","2080200","rivaroxaban 2.5mg tablets","rivaroxaban","rivaroxaban 2.5mg tablets",,,,,,,
"2011741000033118","","unifine pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (owen mumford ltd)","","unifine pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge",,,,,,,
"1278441000033117","","seroxat 30mg tablets (glaxosmithkline uk ltd)","paroxetine hydrochloride","seroxat 30mg tablets",,,,,,,
"12664441000033115","","metuxtan sr 500mg tablets (accord-uk ltd)","metformin hydrochloride","metuxtan sr 500mg tablets",,,,,,,
"2952841000033116","","actrapid 100units/ml solution for injection 10ml vials (novo nordisk ltd)","insulin soluble human","actrapid 100units/ml solution for injection 10ml vials",,,,,,,
"10647141000033116","2120000","alirocumab 150mg/1ml solution for injection pre-filled disposable devices","alirocumab","alirocumab 150mg/1ml solution for injection pre-filled disposable devices",,,,,,,
"83041000033115","2090000","aspirin 75mg gastro-resistant tablets","","",,,,,,,
"4128441000033113","","novofine autocover hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (novo nordisk ltd)","","novofine autocover hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge",,,,,,,
"1490141000033119","","unifine hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 12mm needle 0.33mm/29gauge (owen mumford ltd)","","unifine hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 12mm needle 0.33mm/29gauge",,,,,,,
"13122741000033116","","amglidia 0.6mg/ml oral suspension with 1ml oral syringe (amring pharmaceuticals ltd)","glibenclamide","amglidia 0.6mg/ml oral suspension with 1ml oral syringe",,,,,,,
"6511341000033117","2080200","rivaroxaban 15mg tablets","rivaroxaban","rivaroxaban 15mg tablets",,,,,,,
"2034441000033116","","insuman rapid 100units/ml solution for injection 5ml vials (aventis pharma)","insulin soluble human","insuman rapid 100units/ml solution for injection 5ml vials",,,,,,,
"757641000033112","6010101","insulin lispro 100units/ml solution for injection 1.5ml cartridges","insulin lispro","insulin lispro 100units/ml solution for injection 1.5ml cartridges",,,,,,,
"2035241000033118","","insuman basal 100units/ml suspension for injection 5ml vials (sanofi)","insulin isophane human","insuman basal 100units/ml suspension for injection 5ml vials",,,,,,,
"2288641000033110","","starlix 120mg tablets (novartis pharmaceuticals uk ltd)","nateglinide","starlix 120mg tablets",,,,,,,
"4452541000033114","","eucreas 50mg/1000mg tablets (novartis pharmaceuticals uk ltd)","metformin hydrochloride/ vildagliptin","eucreas 50mg/1000mg tablets",,,,,,,
"1818441000033119","","human mixtard 40 penfill 100units/ml suspension for injection 1.5ml cartridges (novo nordisk ltd)","insulin isophane human/ insulin soluble human","human mixtard 40 penfill 100units/ml suspension for injection 1.5ml cartridges",,,,,,,
"1717341000033111","","bd micro-fine + hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 12.7mm needle 0.33mm/29gauge (becton, dickinson uk ltd)","","bd micro-fine + hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 12.7mm needle 0.33mm/29gauge",,,,,,,
"8959741000033112","","vipidia 25mg tablets (takeda uk ltd)","alogliptin benzoate","vipidia 25mg tablets",,,,,,,
"6496341000033116","","fluoxetine 10mg tablets","","",,,,,,,
"82641000033118","","aspirin  chewable tablets  227 mg","","",,,,,,,
"11736941000033117","","neon verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (neon diagnostics ltd)","","neon verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge",,,,,,,
"814641000033113","","lanoxin 250microgram tablets (aspen pharma trading ltd)","digoxin","lanoxin 250microgram tablets",,,,,,,
"6000641000033118","2080200","warfarin 3mg/5ml oral solution","warfarin sodium","warfarin 3mg/5ml oral solution",,,,,,,
"6491041000033112","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (b.braun medical ltd)","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge",,,,,,,
"9230641000033113","","sukkarto sr 500mg tablets (morningside healthcare ltd)","metformin hydrochloride","sukkarto sr 500mg tablets",,,,,,,
"9230841000033114","","sukkarto sr 1000mg tablets (morningside healthcare ltd)","metformin hydrochloride","sukkarto sr 1000mg tablets",,,,,,,
"1583241000033111","","cipramil 10mg tablets (lundbeck ltd)","citalopram hydrobromide","cipramil 10mg tablets",,,,,,,
"8959441000033117","6010203","alogliptin 25mg tablets","alogliptin benzoate","alogliptin 25mg tablets",,,,,,,
"10260741000033113","","glucorx finepoint ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (glucorx ltd)","","glucorx finepoint ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"1923141000033118","","felicium 20mg capsules (opus pharmaceuticals ltd)","fluoxetine hydrochloride","felicium 20mg capsules",,,,,,,
"9677041000033116","6010101","insulin aspart 100units/ml solution for injection 1.6ml cartridges","insulin aspart","insulin aspart 100units/ml solution for injection 1.6ml cartridges",,,,,,,
"14035241000033111","","insupen original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (spirit healthcare ltd)","","insupen original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge",,,,,,,
